fullname,params_b,average,details_repo
microsoft/phi-2,2.78,15.534291558214901,open-llm-leaderboard/microsoft__phi-2-details
netcat420/MFANN-phigments-slerp-V2,2.78,16.26870816278764,open-llm-leaderboard/netcat420__MFANN-phigments-slerp-V2-details
netcat420/MFANN-phigments-slerp-V3.2,2.78,16.453301876572546,open-llm-leaderboard/netcat420__MFANN-phigments-slerp-V3.2-details
netcat420/MFANN-phigments-slerp-V3.3,2.78,17.167734327311486,open-llm-leaderboard/netcat420__MFANN-phigments-slerp-V3.3-details
netcat420/MFANN3b,2.78,12.652447668077093,open-llm-leaderboard/netcat420__MFANN3b-details
netcat420/MFANN3bv0.15,2.78,11.92455505796081,open-llm-leaderboard/netcat420__MFANN3bv0.15-details
netcat420/MFANN3bv0.18,2.78,12.649876255790772,open-llm-leaderboard/netcat420__MFANN3bv0.18-details
netcat420/MFANN3bv0.19,2.78,12.591488714276778,open-llm-leaderboard/netcat420__MFANN3bv0.19-details
netcat420/MFANN3bv0.20,2.78,12.5720051522728,open-llm-leaderboard/netcat420__MFANN3bv0.20-details
netcat420/MFANN3bv0.21,2.78,12.00855289802916,open-llm-leaderboard/netcat420__MFANN3bv0.21-details
netcat420/MFANN3bv0.22,2.78,12.256506387257199,open-llm-leaderboard/netcat420__MFANN3bv0.22-details
netcat420/MFANN3bv0.23,2.78,11.448026000697595,open-llm-leaderboard/netcat420__MFANN3bv0.23-details
netcat420/MFANN3bv0.24,2.78,11.81028360635554,open-llm-leaderboard/netcat420__MFANN3bv0.24-details
netcat420/MFANN3bv1.3,2.78,11.533255279970446,open-llm-leaderboard/netcat420__MFANN3bv1.3-details
netcat420/MFANN3bv1.4,2.78,16.497599656783464,open-llm-leaderboard/netcat420__MFANN3bv1.4-details
rhysjones/phi-2-orange-v2,2.78,15.324185096371076,open-llm-leaderboard/rhysjones__phi-2-orange-v2-details
Corianas/Quokka_2.7b,2.786,4.995249580966088,open-llm-leaderboard/Corianas__Quokka_2.7b-details
oopere/pruned20-llama-3.2-3b,2.79,5.656559779770029,open-llm-leaderboard/oopere__pruned20-llama-3.2-3b-details
euclaise/ReMask-3B,2.795,7.294404589328096,open-llm-leaderboard/euclaise__ReMask-3B-details
stabilityai/stablelm-3b-4e1t,2.795,7.3261912916856,open-llm-leaderboard/stabilityai__stablelm-3b-4e1t-details
stabilityai/stablelm-zephyr-3b,2.795,12.369206962303688,open-llm-leaderboard/stabilityai__stablelm-zephyr-3b-details
HelpingAI/Priya-3B,2.81,13.429592166190526,open-llm-leaderboard/HelpingAI__Priya-3B-details
OEvortex/HelpingAI-3B-reloaded,2.81,14.768420533149957,open-llm-leaderboard/OEvortex__HelpingAI-3B-reloaded-details
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V1,2.81,11.626794158168616,open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-3B-SLERP-V1-details
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V2,2.81,11.813468340726132,open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-3B-SLERP-V2-details
google/flan-t5-xl,2.85,11.70507257989283,open-llm-leaderboard/google__flan-t5-xl-details
Davidsv/SUONG-1,2.879,5.32234226282347,open-llm-leaderboard/Davidsv__SUONG-1-details
Sakalti/Saba1.5-Pro-3B,2.9,10.788079074661752,open-llm-leaderboard/Sakalti__Saba1.5-Pro-3B-details
win10/Qwen2.5-2B-Instruct,2.9,10.57067746533664,open-llm-leaderboard/win10__Qwen2.5-2B-Instruct-details
EleutherAI/pythia-2.8b,2.909,5.554946281603011,open-llm-leaderboard/EleutherAI__pythia-2.8b-details
tinycompany/BiBo-v0.3,2.943,19.54353096107359,open-llm-leaderboard/tinycompany__BiBo-v0.3-details
tinycompany/BiBo-v0.7,2.943,15.965356863831778,open-llm-leaderboard/tinycompany__BiBo-v0.7-details
tinycompany/SigmaBoi-base,2.943,15.2508076506235,open-llm-leaderboard/tinycompany__SigmaBoi-base-details
tinycompany/SigmaBoi-bge-m3,2.943,15.455458242923891,open-llm-leaderboard/tinycompany__SigmaBoi-bge-m3-details
tinycompany/SigmaBoi-bgem3,2.943,15.455458242923891,open-llm-leaderboard/tinycompany__SigmaBoi-bgem3-details
tinycompany/SigmaBoi-ib,2.943,14.968209771816907,open-llm-leaderboard/tinycompany__SigmaBoi-ib-details
tinycompany/SigmaBoi-nomic-moe,2.943,15.186432252407451,open-llm-leaderboard/tinycompany__SigmaBoi-nomic-moe-details
tinycompany/SigmaBoi-nomic1.5,2.943,15.473023890881102,open-llm-leaderboard/tinycompany__SigmaBoi-nomic1.5-details
tinycompany/SigmaBoi-nomic1.5-fp32,2.943,15.498419470905068,open-llm-leaderboard/tinycompany__SigmaBoi-nomic1.5-fp32-details
BrainWave-ML/llama3.2-3B-maths-orpo,3.0,5.07608283209792,open-llm-leaderboard/BrainWave-ML__llama3.2-3B-maths-orpo-details
EpistemeAI/Llama-3.2-3B-Agent007-Coder,3.0,18.91456180890705,open-llm-leaderboard/EpistemeAI__Llama-3.2-3B-Agent007-Coder-details
NotASI/FineTome-Llama3.2-3B-1002,3.0,16.7624003049829,open-llm-leaderboard/NotASI__FineTome-Llama3.2-3B-1002-details
Qwen/Qwen2.5-3B-Instruct,3.0,27.16175720903232,open-llm-leaderboard/Qwen__Qwen2.5-3B-Instruct-details
Youlln/3PRYMMAL-PHI3-3B-SLERP,3.0,25.138740994778118,open-llm-leaderboard/Youlln__3PRYMMAL-PHI3-3B-SLERP-details
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,3.0,31.48239660410299,open-llm-leaderboard/brgx53__3Bgeneralv2-ECE-PRYMMAL-Martial-details
databricks/dolly-v2-3b,3.0,5.59965824307081,open-llm-leaderboard/databricks__dolly-v2-3b-details
qingy2019/LLaMa_3.2_3B_Catalysts,3.0,19.930930685006384,open-llm-leaderboard/qingy2019__LLaMa_3.2_3B_Catalysts-details
sakhan10/quantized_open_llama_3b_v2,3.0,5.142500028294101,open-llm-leaderboard/sakhan10__quantized_open_llama_3b_v2-details
suayptalha/Komodo-Llama-3.2-3B-v2-fp16,3.0,20.317372826484497,open-llm-leaderboard/suayptalha__Komodo-Llama-3.2-3B-v2-fp16-details
togethercomputer/RedPajama-INCITE-Base-3B-v1,3.0,5.521090384654182,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-Base-3B-v1-details
togethercomputer/RedPajama-INCITE-Chat-3B-v1,3.0,4.848823926757166,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-Chat-3B-v1-details
togethercomputer/RedPajama-INCITE-Instruct-3B-v1,3.0,5.777231560126986,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-Instruct-3B-v1-details
oopere/pruned10-llama-3.2-3B,3.001,6.919943456537481,open-llm-leaderboard/oopere__pruned10-llama-3.2-3B-details
bigscience/bloom-3b,3.003,4.387894128649155,open-llm-leaderboard/bigscience__bloom-3b-details
bigcode/starcoder2-3b,3.03,6.549147626379535,open-llm-leaderboard/bigcode__starcoder2-3b-details
ContactDoctor/Bio-Medical-3B-CoT-012025,3.085,18.73071055946323,open-llm-leaderboard/ContactDoctor__Bio-Medical-3B-CoT-012025-details
MaziyarPanahi/calme-3.1-baguette-3b,3.085,25.581601911367752,open-llm-leaderboard/MaziyarPanahi__calme-3.1-baguette-3b-details
MaziyarPanahi/calme-3.1-instruct-3b,3.085,21.507090636089913,open-llm-leaderboard/MaziyarPanahi__calme-3.1-instruct-3b-details
MaziyarPanahi/calme-3.2-baguette-3b,3.085,26.332491008465908,open-llm-leaderboard/MaziyarPanahi__calme-3.2-baguette-3b-details
Nexesenex/Qwen_2.5_3b_Smarteaz_0.01a,3.085,19.961623188488065,open-llm-leaderboard/Nexesenex__Qwen_2.5_3b_Smarteaz_0.01a-details
Triangle104/Q2.5-CodeR1-3B,3.085,19.81078532589114,open-llm-leaderboard/Triangle104__Q2.5-CodeR1-3B-details
Triangle104/Q2.5-R1-3B,3.085,24.667669563202328,open-llm-leaderboard/Triangle104__Q2.5-R1-3B-details
bunnycore/QwQen-3B-LCoT-R1,3.085,25.965028531766123,open-llm-leaderboard/bunnycore__QwQen-3B-LCoT-R1-details
ehristoforu/coolqwen-3b-it,3.085,28.654353578279625,open-llm-leaderboard/ehristoforu__coolqwen-3b-it-details
AGI-0/Art-v0-3B,3.086,12.132145545921874,open-llm-leaderboard/AGI-0__Art-v0-3B-details
Ahdoot/Test_StealthThinker,3.086,22.06904758264274,open-llm-leaderboard/Ahdoot__Test_StealthThinker-details
DeepMount00/Lexora-Lite-3B,3.086,24.888387400166817,open-llm-leaderboard/DeepMount00__Lexora-Lite-3B-details
DeepMount00/Lexora-Lite-3B_v2,3.086,22.690213091300453,open-llm-leaderboard/DeepMount00__Lexora-Lite-3B_v2-details
FINGU-AI/Q-Small-3B,3.086,16.89041454501282,open-llm-leaderboard/FINGU-AI__Q-Small-3B-details
Goekdeniz-Guelmez/josie-3b-v6.0,3.086,24.746540779866937,open-llm-leaderboard/Goekdeniz-Guelmez__josie-3b-v6.0-details
J-LAB/Thynk_orpo,3.086,17.263933728919593,open-llm-leaderboard/J-LAB__Thynk_orpo-details
MaziyarPanahi/calme-3.2-instruct-3b,3.086,24.62035249644337,open-llm-leaderboard/MaziyarPanahi__calme-3.2-instruct-3b-details
MaziyarPanahi/calme-3.3-baguette-3b,3.086,27.407100524692495,open-llm-leaderboard/MaziyarPanahi__calme-3.3-baguette-3b-details
MaziyarPanahi/calme-3.3-instruct-3b,3.086,27.77891097790277,open-llm-leaderboard/MaziyarPanahi__calme-3.3-instruct-3b-details
Pinkstack/PARM-V1.5-base-QwQ-Qwen-2.5-o1-3B,3.086,23.92876945667705,open-llm-leaderboard/Pinkstack__PARM-V1.5-base-QwQ-Qwen-2.5-o1-3B-details
Qwen/Qwen2.5-3B,3.086,18.102770217683673,open-llm-leaderboard/Qwen__Qwen2.5-3B-details
Sakalti/Saba2-3B,3.086,7.068766556279139,open-llm-leaderboard/Sakalti__Saba2-3B-details
Sakalti/light-1.1-3B,3.086,6.923496536132208,open-llm-leaderboard/Sakalti__light-1.1-3B-details
SkyOrbis/SKY-Ko-Qwen2.5-3B-Instruct,3.086,15.791201412428551,open-llm-leaderboard/SkyOrbis__SKY-Ko-Qwen2.5-3B-Instruct-details
Spestly/Athena-1-3B,3.086,25.48204682938236,open-llm-leaderboard/Spestly__Athena-1-3B-details
arcee-ai/raspberry-3B,3.086,15.852706041886336,open-llm-leaderboard/arcee-ai__raspberry-3B-details
ehristoforu/qwen2.5-with-lora-think-3b-it,3.086,24.256524060080704,open-llm-leaderboard/ehristoforu__qwen2.5-with-lora-think-3b-it-details
godlikehhd/alpaca_data_full_3B,3.086,21.16254856881883,open-llm-leaderboard/godlikehhd__alpaca_data_full_3B-details
godlikehhd/alpaca_data_ifd_max_2600_3B,3.086,18.603034635124093,open-llm-leaderboard/godlikehhd__alpaca_data_ifd_max_2600_3B-details
godlikehhd/alpaca_data_score_max_2600_3B,3.086,19.567090626055247,open-llm-leaderboard/godlikehhd__alpaca_data_score_max_2600_3B-details
jayasuryajsk/Qwen2.5-3B-reasoner,3.086,22.088475922135004,open-llm-leaderboard/jayasuryajsk__Qwen2.5-3B-reasoner-details
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,3.086,18.5491918072634,open-llm-leaderboard/jlzhou__Qwen2.5-3B-Infinity-Instruct-0625-details
mrdayl/OpenCogito,3.086,22.158547225443215,open-llm-leaderboard/mrdayl__OpenCogito-details
mrdayl/OpenCognito,3.086,22.28566396506271,open-llm-leaderboard/mrdayl__OpenCognito-details
mrdayl/OpenCognito-r1,3.086,22.15261487014885,open-llm-leaderboard/mrdayl__OpenCognito-r1-details
mrdayl/OpenCognito-r2,3.086,21.967469611464537,open-llm-leaderboard/mrdayl__OpenCognito-r2-details
open-neo/Kyro-n1-3B,3.086,23.492573830963973,open-llm-leaderboard/open-neo__Kyro-n1-3B-details
ozone-research/Chirp-01,3.086,28.252602808689176,open-llm-leaderboard/ozone-research__Chirp-01-details
prithivMLmods/QwQ-LCoT-3B-Instruct,3.086,24.021306557737763,open-llm-leaderboard/prithivMLmods__QwQ-LCoT-3B-Instruct-details
saishshinde15/TethysAI_Base_Reasoning,3.086,26.354839025207614,open-llm-leaderboard/saishshinde15__TethysAI_Base_Reasoning-details
saishshinde15/TethysAI_Vortex,3.086,24.80337280546497,open-llm-leaderboard/saishshinde15__TethysAI_Vortex-details
saishshinde15/TethysAI_Vortex_Reasoning,3.086,21.791497955306028,open-llm-leaderboard/saishshinde15__TethysAI_Vortex_Reasoning-details
sumink/bbhqwen,3.086,7.833827413484496,open-llm-leaderboard/sumink__bbhqwen-details
sumink/bbhqwen2,3.086,6.258601237356344,open-llm-leaderboard/sumink__bbhqwen2-details
sumink/bbhqwen3,3.086,4.947842576914937,open-llm-leaderboard/sumink__bbhqwen3-details
sumink/bbhqwen4,3.086,5.656083792655539,open-llm-leaderboard/sumink__bbhqwen4-details
sumink/bbhqwen5,3.086,5.199436501746352,open-llm-leaderboard/sumink__bbhqwen5-details
sumink/bbhqwen6,3.086,4.3661285339650675,open-llm-leaderboard/sumink__bbhqwen6-details
tensopolis/qwen2.5-3b-or1-tensopolis,3.086,18.28025106583868,open-llm-leaderboard/tensopolis__qwen2.5-3b-or1-tensopolis-details
weathermanj/Menda-3B-500,3.086,27.910059821789428,open-llm-leaderboard/weathermanj__Menda-3B-500-details
weathermanj/Menda-3b-750,3.086,27.833449062404906,open-llm-leaderboard/weathermanj__Menda-3b-750-details
weathermanj/Menda-3b-Optim-100,3.086,27.957516413922587,open-llm-leaderboard/weathermanj__Menda-3b-Optim-100-details
weathermanj/Menda-3b-Optim-200,3.086,27.967747014863694,open-llm-leaderboard/weathermanj__Menda-3b-Optim-200-details
yasserrmd/Coder-GRPO-3B,3.086,25.914051108530288,open-llm-leaderboard/yasserrmd__Coder-GRPO-3B-details
Sakalti/Saba-Passthrough-2,3.087,8.019416015292425,open-llm-leaderboard/Sakalti__Saba-Passthrough-2-details
ontocord/starcoder2_3b-AutoRedteam,3.181,5.416510549136297,open-llm-leaderboard/ontocord__starcoder2_3b-AutoRedteam-details
SicariusSicariiStuff/2B-ad,3.204,15.93131891082937,open-llm-leaderboard/SicariusSicariiStuff__2B-ad-details
qq8933/OpenLongCoT-Base-Gemma2-2B,3.204,5.473141918546371,open-llm-leaderboard/qq8933__OpenLongCoT-Base-Gemma2-2B-details
AicoresSecurity/Cybernet-Sec-3B-R1-V0,3.213,20.584200054790823,open-llm-leaderboard/AicoresSecurity__Cybernet-Sec-3B-R1-V0-details
AicoresSecurity/Cybernet-Sec-3B-R1-V0-Coder,3.213,22.930540293017284,open-llm-leaderboard/AicoresSecurity__Cybernet-Sec-3B-R1-V0-Coder-details
AicoresSecurity/Cybernet-Sec-3B-R1-V1,3.213,19.9979903395144,open-llm-leaderboard/AicoresSecurity__Cybernet-Sec-3B-R1-V1-details
AicoresSecurity/Cybernet-Sec-3B-R1-V1.1,3.213,22.643406810994602,open-llm-leaderboard/AicoresSecurity__Cybernet-Sec-3B-R1-V1.1-details
Alepach/notHumpback-M0,3.213,5.137220097878128,open-llm-leaderboard/Alepach__notHumpback-M0-details
Alepach/notHumpback-M1,3.213,4.779297887614574,open-llm-leaderboard/Alepach__notHumpback-M1-details
Alepach/notHumpback-M1-v2,3.213,5.206724746715221,open-llm-leaderboard/Alepach__notHumpback-M1-v2-details
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,3.213,23.50945092474288,open-llm-leaderboard/CarrotAI__Llama-3.2-Rabbit-Ko-3B-Instruct-details
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,3.213,20.301755342918195,open-llm-leaderboard/CarrotAI__Llama-3.2-Rabbit-Ko-3B-Instruct-2412-details
Danielbrdz/Barcenas-3b-GRPO,3.213,20.5654768779582,open-llm-leaderboard/Danielbrdz__Barcenas-3b-GRPO-details
EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0,3.213,22.939578822051278,open-llm-leaderboard/EpistemeAI__OpenReasoner-Llama-3.2-3B-rs1.0-details
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1,3.213,17.78003203358188,open-llm-leaderboard/EpistemeAI__Reasoning-Llama-3.2-3B-Math-Instruct-RE1-details
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,3.213,23.430640115437427,open-llm-leaderboard/EpistemeAI__Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO-details
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,3.213,19.475016650589627,open-llm-leaderboard/EpistemeAI__ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math-details
EpistemeAI/ReasoningCore-3B-0,3.213,23.526303672038257,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-0-details
EpistemeAI/ReasoningCore-3B-Instruct-r01-Reflect,3.213,23.51162994918955,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-Instruct-r01-Reflect-details
EpistemeAI/ReasoningCore-3B-R01,3.213,14.035244688635869,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-R01-details
EpistemeAI/ReasoningCore-3B-RE1-V2,3.213,23.57087320558054,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-RE1-V2-details
EpistemeAI/ReasoningCore-3B-RE1-V2A,3.213,18.398292233746382,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-RE1-V2A-details
EpistemeAI/ReasoningCore-3B-RE1-V2B,3.213,16.80359555586663,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-RE1-V2B-details
EpistemeAI/ReasoningCore-3B-RE1-V2C,3.213,16.648061999116766,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-RE1-V2C-details
EpistemeAI/ReasoningCore-3B-T1-V1,3.213,23.243643018070443,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-T1-V1-details
EpistemeAI/ReasoningCore-3B-T1_1,3.213,23.492474520020917,open-llm-leaderboard/EpistemeAI__ReasoningCore-3B-T1_1-details
FuseAI/FuseChat-Llama-3.2-3B-Instruct,3.213,25.746913825686644,open-llm-leaderboard/FuseAI__FuseChat-Llama-3.2-3B-Instruct-details
HarbingerX/Zeitgeist-3b-V1,3.213,21.70541406485785,open-llm-leaderboard/HarbingerX__Zeitgeist-3b-V1-details
HarbingerX/Zeitgeist-3b-V1.2,3.213,21.62222005411458,open-llm-leaderboard/HarbingerX__Zeitgeist-3b-V1.2-details
Hastagaras/L3.2-JametMini-3B-MK.III,3.213,21.75038505136374,open-llm-leaderboard/Hastagaras__L3.2-JametMini-3B-MK.III-details
KingNish/Reasoning-Llama-3b-v0.1,3.213,20.212379567792407,open-llm-leaderboard/KingNish__Reasoning-Llama-3b-v0.1-details
Lyte/Llama-3.2-3B-Overthinker,3.213,21.167473631942162,open-llm-leaderboard/Lyte__Llama-3.2-3B-Overthinker-details
MaziyarPanahi/calme-3.1-llamaloi-3b,3.213,24.0933506270088,open-llm-leaderboard/MaziyarPanahi__calme-3.1-llamaloi-3b-details
MultivexAI/Gladiator-Mini-Exp-1211-3B,3.213,22.27221013046616,open-llm-leaderboard/MultivexAI__Gladiator-Mini-Exp-1211-3B-details
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct,3.213,20.114352261478917,open-llm-leaderboard/MultivexAI__Gladiator-Mini-Exp-1221-3B-Instruct-details
MultivexAI/Gladiator-Mini-Exp-1221-3B-Instruct-V2,3.213,20.415195595809834,open-llm-leaderboard/MultivexAI__Gladiator-Mini-Exp-1221-3B-Instruct-V2-details
MultivexAI/Gladiator-Mini-Exp-1222-3B-Instruct,3.213,20.353088592931517,open-llm-leaderboard/MultivexAI__Gladiator-Mini-Exp-1222-3B-Instruct-details
Nexesenex/Llama_3.2_3b_Kermes_v1,3.213,17.069896218578325,open-llm-leaderboard/Nexesenex__Llama_3.2_3b_Kermes_v1-details
Nexesenex/Llama_3.2_3b_Kermes_v2,3.213,18.49497166284455,open-llm-leaderboard/Nexesenex__Llama_3.2_3b_Kermes_v2-details
Nexesenex/Llama_3.2_3b_Kermes_v2.1,3.213,18.90711773153537,open-llm-leaderboard/Nexesenex__Llama_3.2_3b_Kermes_v2.1-details
NotASI/FineTome-v1.5-Llama3.2-3B-1007,3.213,17.113696212626593,open-llm-leaderboard/NotASI__FineTome-v1.5-Llama3.2-3B-1007-details
NousResearch/Hermes-3-Llama-3.2-3B,3.213,15.242119392530277,open-llm-leaderboard/NousResearch__Hermes-3-Llama-3.2-3B-details
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B,3.213,22.701739941091272,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.2-Instruct-JankMix-v0.1-SFT-3B-details
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,3.213,21.772674131965854,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B-details
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,3.213,21.826266808747885,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B-details
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,3.213,19.737295916446044,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.2-Instruct-JankMixBread-v0.1-3B-details
RezVortex/JAJUKA-WEWILLNEVERFORGETYOU-3B,3.213,23.21508244249907,open-llm-leaderboard/RezVortex__JAJUKA-WEWILLNEVERFORGETYOU-3B-details
RezVortex/Jajuka-3b,3.213,23.475390627446263,open-llm-leaderboard/RezVortex__Jajuka-3b-details
SaisExperiments/Evil-Alpaca-3B-L3.2,3.213,15.188052941960947,open-llm-leaderboard/SaisExperiments__Evil-Alpaca-3B-L3.2-details
SaisExperiments/RightSheep-Llama3.2-3B,3.213,15.857393775364821,open-llm-leaderboard/SaisExperiments__RightSheep-Llama3.2-3B-details
Sakalti/Llama3.2-3B-Uranus-1,3.213,21.030483022816096,open-llm-leaderboard/Sakalti__Llama3.2-3B-Uranus-1-details
SicariusSicariiStuff/Impish_LLAMA_3B,3.213,17.791947493881953,open-llm-leaderboard/SicariusSicariiStuff__Impish_LLAMA_3B-details
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch1,3.213,20.42021662043027,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-3B-lora-epoch1-details
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch2,3.213,20.42021662043027,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-3B-lora-epoch2-details
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch3,3.213,20.42021662043027,open-llm-leaderboard/SkyOrbis__SKY-Ko-Llama3.2-3B-lora-epoch3-details
Triangle104/Dolphin3-Llama3.2-Smart,3.213,14.183463389792356,open-llm-leaderboard/Triangle104__Dolphin3-Llama3.2-Smart-details
Triangle104/Hermes-Llama-3.2-CoT,3.213,17.621221154166122,open-llm-leaderboard/Triangle104__Hermes-Llama-3.2-CoT-details
Triangle104/Hermes-Llama-3.2-CoT-Summary,3.213,16.766151353052297,open-llm-leaderboard/Triangle104__Hermes-Llama-3.2-CoT-Summary-details
Triangle104/Porpoise-R1-Llama3.2-3b,3.213,13.626836330964721,open-llm-leaderboard/Triangle104__Porpoise-R1-Llama3.2-3b-details
Triangle104/RomboHermes3-R1-Llama3.2-3b,3.213,14.65828137567246,open-llm-leaderboard/Triangle104__RomboHermes3-R1-Llama3.2-3b-details
ValiantLabs/Llama3.2-3B-Enigma,3.213,11.692730593705356,open-llm-leaderboard/ValiantLabs__Llama3.2-3B-Enigma-details
ValiantLabs/Llama3.2-3B-Esper2,3.213,10.944295126634552,open-llm-leaderboard/ValiantLabs__Llama3.2-3B-Esper2-details
ValiantLabs/Llama3.2-3B-ShiningValiant2,3.213,14.39069569820728,open-llm-leaderboard/ValiantLabs__Llama3.2-3B-ShiningValiant2-details
Xiaojian9992024/Reflection-L3.2-JametMiniMix-3B,3.213,19.125922744230454,open-llm-leaderboard/Xiaojian9992024__Reflection-L3.2-JametMiniMix-3B-details
bfuzzy1/Gunny,3.213,23.34108004405445,open-llm-leaderboard/bfuzzy1__Gunny-details
bunnycore/Llama-3.2-3B-Bespoke-Thought,3.213,18.009908616281866,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Bespoke-Thought-details
bunnycore/Llama-3.2-3B-Booval,3.213,21.56545090409925,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Booval-details
bunnycore/Llama-3.2-3B-Long-Think,3.213,19.825990076474692,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Long-Think-details
bunnycore/Llama-3.2-3B-ToxicKod,3.213,21.269124274869156,open-llm-leaderboard/bunnycore__Llama-3.2-3B-ToxicKod-details
bunnycore/Llama-3.2-3b-RP-Toxic-Fuse,3.213,25.277381748530818,open-llm-leaderboard/bunnycore__Llama-3.2-3b-RP-Toxic-Fuse-details
djuna-test-lab/TEST-L3.2-ReWish-3B,3.213,22.57139360581495,open-llm-leaderboard/djuna-test-lab__TEST-L3.2-ReWish-3B-details
djuna-test-lab/TEST-L3.2-ReWish-3B-ties-w-base,3.213,22.545998025790983,open-llm-leaderboard/djuna-test-lab__TEST-L3.2-ReWish-3B-ties-w-base-details
ewre324/Thinker-Llama-3.2-3B-Instruct-Reasoning,3.213,17.331991514504523,open-llm-leaderboard/ewre324__Thinker-Llama-3.2-3B-Instruct-Reasoning-details
lunahr/thea-3b-50r-u1,3.213,19.037090298507373,open-llm-leaderboard/lunahr__thea-3b-50r-u1-details
lunahr/thea-v2-3b-50r,3.213,12.953795195391686,open-llm-leaderboard/lunahr__thea-v2-3b-50r-details
macadeliccc/magistrate-3.2-3b-base,3.213,6.046097363125316,open-llm-leaderboard/macadeliccc__magistrate-3.2-3b-base-details
macadeliccc/magistrate-3.2-3b-it,3.213,7.088076253678785,open-llm-leaderboard/macadeliccc__magistrate-3.2-3b-it-details
mergekit-community/JAJUKA-WEWILLNEVERFORGETYOU-3B,3.213,19.545574104726295,open-llm-leaderboard/mergekit-community__JAJUKA-WEWILLNEVERFORGETYOU-3B-details
meta-llama/Llama-3.2-3B,3.213,8.697822716562822,open-llm-leaderboard/meta-llama__Llama-3.2-3B-details
meta-llama/Llama-3.2-3B-Instruct,3.213,24.204650807793456,open-llm-leaderboard/meta-llama__Llama-3.2-3B-Instruct-details
pankajmathur/orca_mini_v9_0_3B-Instruct,3.213,20.660838216117185,open-llm-leaderboard/pankajmathur__orca_mini_v9_0_3B-Instruct-details
pankajmathur/orca_mini_v9_5_3B-Instruct,3.213,24.152680776912927,open-llm-leaderboard/pankajmathur__orca_mini_v9_5_3B-Instruct-details
pankajmathur/orca_mini_v9_6_3B-Instruct,3.213,24.086826299328436,open-llm-leaderboard/pankajmathur__orca_mini_v9_6_3B-Instruct-details
pankajmathur/orca_mini_v9_7_3B-Instruct,3.213,13.034702793317214,open-llm-leaderboard/pankajmathur__orca_mini_v9_7_3B-Instruct-details
piotr25691/thea-3b-25r,3.213,23.996071012635184,open-llm-leaderboard/piotr25691__thea-3b-25r-details
piotr25691/thea-c-3b-25r,3.213,23.25479609330286,open-llm-leaderboard/piotr25691__thea-c-3b-25r-details
piotr25691/thea-rp-3b-25r,3.213,21.845382189211346,open-llm-leaderboard/piotr25691__thea-rp-3b-25r-details
prithivMLmods/Codepy-Deepthink-3B,3.213,17.43076520482992,open-llm-leaderboard/prithivMLmods__Codepy-Deepthink-3B-details
