model,params_b,status,error,benchmark_rows
akhadangi/Llama3.2.1B.0.01-Last,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
akhadangi/Llama3.2.1B.0.1-First,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
akhadangi/Llama3.2.1B.0.1-Last,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
akhadangi/Llama3.2.1B.BaseFiT,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allenai/OLMo-1B-hf,1.177,no_samples,No samples_*.jsonl files found,{}
allenai/OLMo-7B-Instruct-hf,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allenai/OLMo-7B-hf,6.888,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allenai/OLMoE-1B-7B-0125-Instruct,6.919,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allenai/OLMoE-1B-7B-0924,6.919,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allenai/OLMoE-1B-7B-0924-Instruct,6.919,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allknowingroger/Gemma2Slerp1-2.6B,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allknowingroger/Gemma2Slerp2-2.6B,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allknowingroger/Ph3unsloth-3B-slerp,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
allura-org/MoE-Girl-1BA-7BT,6.919,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
aloobun/d-SmolLM2-360M,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
anakin87/gemma-2b-orpo,2.506,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
apple/DCLM-7B,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
appvoid/arco-2,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
appvoid/arco-2-instruct,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
arcee-ai/raspberry-3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
assskelad/smollm2-360M-sft_SmallThoughts,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
awnr/Mistral-7B-v0.1-signtensors-1-over-4,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-0.1v,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-0.X.ver,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-DELTA,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-DIGAMMA,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-EPSILON,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B-UNION,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/VICIOUS_MESH-12B_Razor,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/mergekit-model_stock-zdaysvi,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bamec66557/mergekit-ties-sinbkow,6.124,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/Gunny,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/acheron,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/acheron-c,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/acheron-d,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/acheron-m,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bfuzzy1/acheron-m1a-llama,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bhuvneshsaini/merged_model,4.715,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bigcode/starcoder2-3b,3.03,no_samples,No samples_*.jsonl files found,{}
bigscience/bloom-1b1,1.065,no_samples,No samples_*.jsonl files found,{}
bigscience/bloom-1b7,1.722,no_samples,No samples_*.jsonl files found,{}
bigscience/bloom-3b,3.003,no_samples,No samples_*.jsonl files found,{}
bigscience/bloom-560m,0.559,no_samples,No samples_*.jsonl files found,{}
bond005/meno-tiny-0.1,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Blunt,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
braindao/DeepSeek-R1-Distill-Qwen-1.5B-Reflective,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
braindao/iq-code-evmind-0.5b,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
brgx53/3Bgeneralv2-ECE-PRYMMAL-Martial,3.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
brgx53/3Blareneg-ECE-PRYMMAL-Martial,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
brgx53/Barracuda-PRYMMAL-ECE-TW3,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
brgx53/LaConfiance-PRYMMAL-ECE-TW3,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/DeepQwen-3B-LCoT-SCE,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Gemma-2-2B-Smart,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-All-Mix,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Bespoke-Thought,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Booval,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Deep-Test,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Della,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Long-Think,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-Mix-Skill,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-ProdigyPlus,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-ProdigyPlusPlus,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-RP-DeepThink,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-RRStock,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3B-ToxicKod,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Llama-3.2-3b-RP-Toxic-Fuse,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1189, ""musr"": 0}"
bunnycore/Phi-3.5-mini-TitanFusion-0.1,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/QwQen-3B-LCoT,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/QwQen-3B-LCoT-R1,3.085,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-1.5B-Model-Stock,1.776,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-Model-Stock,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-Model-Stock-v2,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-Model-Stock-v3.1,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,3.396,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-RP-Mix,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-RP-Thinker,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Qwen2.5-3B-RP-Thinker-V2,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/Smol-Llama-3.2-3B,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/SmolLM2-1.7-Persona,1.711,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
bunnycore/SmolLM2-1.7B-roleplay-lora,3.423,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
carsenk/phi3.5_mini_exp_825_uncensored,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
cckm/tinymistral_950m,0.955,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
cjvt/GaMS-1B,1.54,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
cognitivecomputations/Dolphin3.0-Llama3.2-1B,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
cognitivecomputations/Dolphin3.0-Qwen2.5-0.5B,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
cognitivecomputations/dolphin-2.9.4-gemma2-2b,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
databricks/dolly-v1-6b,6.0,no_samples,No samples_*.jsonl files found,{}
databricks/dolly-v2-3b,3.0,no_samples,No samples_*.jsonl files found,{}
databricks/dolly-v2-7b,7.0,no_samples,No samples_*.jsonl files found,{}
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
deepseek-ai/deepseek-llm-7b-base,7.0,no_samples,No samples_*.jsonl files found,{}
deepseek-ai/deepseek-llm-7b-chat,7.0,no_samples,No samples_*.jsonl files found,{}
divyanshukunwar/SASTRI_1_9B,5.211,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
djuna-test-lab/TEST-L3.2-ReWish-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
djuna-test-lab/TEST-L3.2-ReWish-3B-ties-w-base,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
duyhv1411/Llama-3.2-1B-en-vi,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
duyhv1411/Llama-3.2-3B-en-vi,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
dwikitheduck/gemma-2-2b-id,2.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
dwikitheduck/gemma-2-2b-id-inst,2.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
dwikitheduck/gemma-2-2b-id-instruct,2.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/SoRu-0009,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/coolqwen-3b-it,3.085,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/fd-lora-merged-16x32,1.776,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/fd-lora-merged-64x128,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/qwen2.5-with-lora-think-3b-it,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/rufalcon3-3b-it,3.228,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ehristoforu/ruphi-4b,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ell44ot/gemma-2b-def,1.546,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
euclaise/ReMask-3B,2.795,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ewre324/Thinker-Llama-3.2-3B-Instruct-Reasoning,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ewre324/Thinker-Qwen2.5-0.5B-Instruct-Reasoning,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
facebook/opt-1.3b,1.3,no_samples,No samples_*.jsonl files found,{}
fblgit/miniclaus-qw1.5B-UNAMGS,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
fblgit/miniclaus-qw1.5B-UNAMGS-GRPO,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
fblgit/pancho-v1-qw25-3B-UNAMGS,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
frameai/Loxa-4B,4.018,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
gabrielmbmb/SmolLM-1.7B-Instruct-IFEval,1.711,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_full_2,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_full_3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ifd_max_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ifd_max_2600_3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ifd_me_max_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ifd_min_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ins_ans_max_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ins_max_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ins_min_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_ins_min_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_sampled_ifd_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_sampled_ifd_new_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_0.1_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_0.3_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_0.7_2600,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_2500,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_2600_3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/alpaca_data_score_max_5200,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/ifd_2500_qwen,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/ifd_new_correct_all_sample_2500_qwen,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/ifd_new_correct_sample_2500_qwen,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/ifd_new_qwen_2500,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/qwen-2.5-1.5b-cherry,0.772,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/qwen_2.5-1.5b-cherry_new,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/qwen_full_data_alpaca,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
godlikehhd/qwen_ins_ans_2500,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/codegemma-1.1-2b,2.506,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 250}"
google/flan-t5-base,0.248,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/flan-t5-large,0.783,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/flan-t5-xl,2.85,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/gemma-1.1-2b-it,2.506,no_samples,No samples_*.jsonl files found,{}
google/gemma-2-2b,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/gemma-2-2b-it,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/gemma-2-2b-jpn-it,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/gemma-2b,2.506,no_samples,No samples_*.jsonl files found,{}
google/gemma-2b-it,2.506,no_samples,No samples_*.jsonl files found,{}
google/mt5-base,0.39,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/mt5-xl,3.23,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/recurrentgemma-2b,2.683,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/recurrentgemma-2b-it,2.683,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
google/switch-base-8,0.62,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
goulue5/merging_LLM,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
gupta-tanish/llama-7b-dpo-baseline,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
h2oai/h2o-danube-1.8b-chat,1.831,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
h2oai/h2o-danube3-4b-base,3.962,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
h2oai/h2o-danube3-4b-chat,3.962,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
h2oai/h2o-danube3-500m-chat,0.514,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
h2oai/h2o-danube3.1-4b-chat,3.962,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hatemmahmoud/qwen2.5-1.5b-sft-raft-grpo-hra-doc,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hon9kon9ize/CantoneseLLMChat-v0.5,6.069,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/Deepseek-qwen-modelstock-2B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/FalconSlerp-3B,3.228,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
