model,params_b
Zardos/nil_Llama-3-8B-Instruct_v0.1.0,8.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-sft-ed2,7.0
Josephgflowers/Phi-3-mini-4k-instruct-Cinder-llamafied-with-16bit-GGUF,
Korabbit/Llama-2-7b-chat-hf-afr-300step-flan-v2,7.0
Novocoders/Lotus-7B,7.0
HenryJJ/Instruct_Yi-6B_Dolly_CodeAlpaca,6.0
chargoddard/internlm2-base-20b-llama,20.0
louisbrulenaudet/Maxine-7B-0401-ties,7.0
Yuma42/KangalKhan-Ruby-7B,7.0
Swisslex/Mixtral-Orca-v0.1,
rishiraj/CatPPT-base,
DreadPoor/JustToSuffer-7B-slerp,7.0
Test157t/Hex-Macaroniac-7b,7.0
proto-llm/uniwiz-7B-v0.1,7.0
CorticalStack/mistral-7b-alpaca-sft,7.0
amu/zen_moe,
cstr/Spaetzle-v8-7b,7.0
MaziyarPanahi/Experiment26Yamshadow_Ognoexperiment27Multi_verse_model,
ShenaoZhang/0.001_zephyr_5551_4iters_bs256_iter_4,
BryanSwk/LaserPipe-7B-SLERP,7.0
ShenaoZhang/0.001_4iters_bs256_nodpo_only4w_iter_4,
manishiitg/open-aditi-hi-v2,
Inv/MoeMoE-2x7b,14.0
ConvexAI/Harmony-4x7B-bf16,28.0
mlabonne/ChimeraLlama-3-8B-v3,8.0
TeeZee/Kyllene-v1.0,
shyamieee/J4RVIZ-v5.0,
UCLA-AGI/test0,
OpenBuddy/openbuddy-deepseek-67b-v15.1,67.0
nfaheem/Marcoroni-7b-DPO-Merge,7.0
adonlee/Mistral_7B_SFT_DPO_v0,7.0
Test157t/Prima-LelantaclesV6.5-7b,7.0
rizla/raccoon-small,
SrikanthChellappa/Collaiborator-MEDLLM-Llama-3-8B,8.0
Dans-DiscountModels/Dans-07YahooAnswers-7b,7.0
grimjim/llama-3-experiment-v1-9B,9.0
leonarad/hope_for_7b_1.1v,7.0
kimou605/shadow-clown-BioMistral-7B-DARE,7.0
microsoft/Phi-3-medium-4k-instruct,
YeungNLP/firefly-mixtral-8x7b-v1,56.0
abacusai/Fewshot-Metamath-OrcaVicuna-Mistral,
BarryFutureman/WildMarcoroni-Variant1-7B,7.0
Mr-Bhaskar/fbt-mistral-7b,7.0
grimjim/kukulemon-spiked-9B,9.0
Eric111/MarcoHermes,
AurelPx/Percival_01-7b-slerp,7.0
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,10.7
wolfeidau/NeuralHermes-2.5-Mistral-7B,7.0
Steelskull/Aurora_base_test,
hamxea/Llama-2-7b-chat-hf-activity-fine-tuned-v3,7.0
senseable/Westlake-7B,7.0
Test157t/Pasta-PrimaMaid-7b,7.0
pleisto/yuren-13b-chatml,13.0
yam-peleg/Experiment25-7B,7.0
BFauber/lora_llama2-13b_10e5_r2_a64,13.0
Eric111/Mayoroya,
adamo1139/Yi-34B-AEZAKMI-v1,34.0
psyche/kollama2-7b-v3,7.0
h2m/mhm-8x7B-FrankenMoE-v1.0,56.0
DUAL-GPO/zephyr-7b-gpo-v5-i1,7.0
rinna/llama-3-youko-8b,8.0
Kukedlc/Neural-4-ARC-7b,7.0
NLPark/Test1_SLIDE,
Cesco2004/TW3CESCO.V4,
tyson0420/stack_llama-clang,
Kquant03/CognitiveFusion2-4x7B-BF16,28.0
zelus82/Obelix-Phi2,
jondurbin/bagel-dpo-7b-v0.1,7.0
JaeyeonKang/CCK_Asura_v3.0,
NLUHOPOE/experiment2-cause-non-qLoRa,
diffnamehard/Mistral-CatMacaroni-slerp-uncensored,
moreh/MoMo-72B-lora-1.8.7-DPO,72.0
Azazelle/Yuna-7b-Merge,7.0
shahzebnaveed/NeuralHermes-2.5-Mistral-7B,7.0
nvidia/OpenMath-Mistral-7B-v0.1-hf,7.0
jeiku/Luna_7B,7.0
Alsebay/NarumashiRTS-V1,
ZhangShenao/0.001_idpo_same_noreplacerej_declr_iter_3,
Mollel/Swahili-Alpaca-Llama-3-8b_16bit,8.0
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1,7.0
Langboat/Mengzi3-13B-Base,13.0
maywell/kiqu-70b,70.0
ryan0712/llama-3-8b-DUS-initialized,8.0
vishnukv/newmerge,
abdulrahman-nuzha/finetuned-llama-v2.0,
kwchoi/DPO_mistral_7b_alpaca_0124_v1,7.0
bobofrut/ladybird-base-7B-v8,7.0
kyujinpy/PlatYi-34B-Q,34.0
Xenon1/Zenith-7B-dpo-v1,7.0
grimjim/kunoichi-lemon-royale-v2-32K-7B,7.0
0-hero/Matter-0.1-7B-boost-DPO,7.0
OpenBuddy/openbuddy-mixtral-8x7b-v15.4,56.0
maldv/winter-garden-7b-alpha,7.0
jsk0214/Seagull-llama-3-8B-orpo-v0.4,8.0
cookinai/CatMacaroni-Slerp,
ignos/Mistral-T5-7B-v1,7.0
Kukedlc/Neural-Krishna-Multiverse-7b-v2,7.0
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,32.0
BFauber/lora_llama2-7b_10e6,7.0
yam-peleg/Experiment23-7B,7.0
sumandas/llama3-openhermes-2.5,
openlynn/Llama-3-Soliloquy-8B-v2,8.0
NeverSleep/MiquMaid-v1-70B,70.0
leejunhyeok/MoMo-70B-LoRA-V1.2_1,70.0
fblgit/una-cybertron-7b-v3-OMA,7.0
eldogbbhed/NeuralPearlBeagle,
01-ai/Yi-1.5-9B-32K,9.0
ddyuudd/mistral_dmbr10_32_sig,
VAGOsolutions/SauerkrautLM-7b-LaserChat,7.0
rhysjones/Phi-3-mini-mango-1,
h2m/mhm-7b-v1.3-DPO-1,7.0
AwanLLM/Awanllm-Llama-3-8B-Instruct-ORPO-v0.1,8.0
NovoCode/Novocode7b-v2,7.0
yam-peleg/Experiment28-7B,7.0
TheBloke/Orca-2-13B-GPTQ,13.0
CorticalStack/gemma-7b-ultrachat-sft,7.0
argilla/notus-7b-v1,7.0
CultriX/CombinaTrix-7B,7.0
liminerity/Blured-Ties-7B,7.0
Azazelle/Tippy-Toppy-7b,7.0
TomGrc/FusionNet_linear,
hedronstone/OpenHermes-7B-Symbolic,7.0
Kukedlc/NeuralArjuna-7B-DT,7.0
kaitchup/Maixtchup-4x7b,28.0
Test157t/Prima-Pastacles-7b,7.0
Enoch/llama-65b-hf,65.0
freecs/ThetaWave-7B-v0.1,7.0
IDEA-CCNL/Ziya2-13B-Base,13.0
nasiruddin15/Mistral-grok-instract-2-7B-slerp,7.0
Zangs3011/mistral_7b_2EPOCH_DolphinCoder,7.0
FelixChao/Faraday-7B,7.0
jsfs11/WestOrcaNeural-V2-DARETIES-7B,7.0
mlabonne/Daredevil-8B,8.0
shyamieee/Padma-SLM-7b-v3.0,7.0
cstr/Spaetzle-v69-7b,7.0
Aratako/Beyonder-4x7B-random-lora,28.0
nlpguy/AlloyIngotNeo,
nbeerbower/flammen5-mistral-7B,7.0
Nitral-AI/Eris_PrimeV4.20-Vision-32k-7B,7.0
EmbeddedLLM/Mistral-7B-Merge-02-v0,7.0
ContextualAI/archangel_sft-kto_llama13b,13.0
FuseAI/FuseChat-7B-TA,7.0
Neuronovo/neuronovo-7B-v0.2,7.0
jisukim8873/mistralai-case-0-0,
elyza/ELYZA-japanese-Llama-2-13b-fast,13.0
BFauber/lora_llama2-13b_10e5_attn_only,13.0
BFauber/lora_llama2-13b_10e5_r128_a4,13.0
gagan3012/MetaModelv3,
Kukedlc/Smart-LLama-3-8b-Python-v5,8.0
luqmanxyz/LelaStarling-7B,7.0
mlabonne/NeuralHermes-2.5-Mistral-7B-laser,7.0
jeiku/Average_Normie_l3_v1_8B,8.0
s3nh/nsfw-noromaid-mistral-instruct,
minghaowu/phi-2-OpenHermes-2.5,
Gille/StrangeMerges_38-7B-dare_ties,7.0
juhwanlee/llmdo-Mistral-7B-case-6,7.0
TriadParty/deepmoney-34b-200k-base,34.0
NovoCode/Phi-2-DPO,
hamxea/Mistral-7B-v0.1-activity-fine-tuned-v3,7.0
OpenBuddy/openbuddy-deepseek-67b-v15-base,67.0
Eurdem/megatron_1.1_MoE_2x7B,14.0
Changgil/K2S3-Mistral-7b-v1.47,7.0
Eric111/UltraCatunaMayo-DPO,
kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,
theo77186/Llama-3-8B-Instruct-norefusal,8.0
MRAIRR/mini_7B_dare_v1,7.0
Test157t/Kunocchini-1.2-7b-longtext,7.0
MaziyarPanahi/Calme-7B-Instruct-v0.1.1,7.0
yam-peleg/Experiment8-7B,7.0
dfurman/Llama-3-8B-Orpo-v0.1,8.0
arlineka/Brunhilde-13b,13.0
Swisslex/Mixtral-8x7b-DPO-v0.2,56.0
Radu1999/MisterUkrainian,
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca-DPO2,7.0
JunchengXie/Starling-LM-7B-alpha-gpt-4-80k,7.0
0-hero/Matter-0.1-Slim-7B-C-DPO,7.0
hooking-dev/Monah-8b,8.0
The-Face-Of-Goonery/HuginnV5.5-12.6B,12.6
abacusai/Smaug-2-72B,72.0
saishf/West-Hermes-7B,7.0
TeeZee/DarkForest-20B-v1.2,20.0
macadeliccc/piccolo-math-2x7b,14.0
shenzhi-wang/Llama3-70B-Chinese-Chat,70.0
ddobokki/Llama-2-70b-orca-200k,70.0
jondurbin/bagel-8b-v1.0,8.0
BFauber/lora_llama2-13b_10e5_r2_a256,13.0
AtAndDev/CapybaraMarcoroni-7B,7.0
LoSboccacc/orthogonal-2x7B-v2-base,14.0
wassemgtk/16b-experiment-llama,16.0
johnsnowlabs/BioLing-7B-Dare,7.0
nbeerbower/flammen10-mistral-7B,7.0
automerger/NeuralsirkrishnaExperiment26-7B,7.0
mlabonne/ChimeraLlama-3-8B,8.0
dzakwan/dzakwan-MoE-4x7b-Beta,28.0
THU-KEG/ADELIE-SFT,
mistralai/Mistral-7B-v0.3,7.0
allknowingroger/Calmex26merge-12B-MoE,12.0
beberik/rawr,
lloorree/kssht-dahj-70b,70.0
itsliupeng/llama2_70b_mmlu,70.0
abacusai/Liberated-Qwen1.5-7B,7.0
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e3,7.0
naivecat/cherry_5_7B,7.0
FelixChao/Scorpio-7B,7.0
uukuguy/speechless-mistral-moloras-7b,7.0
NeverSleep/Noromaid-7B-0.4-DPO,7.0
jisukim8873/mistral-7B-alpaca-1-epoch,7.0
Qwen/Qwen1.5-110B,110.0
Locutusque/Hercules-3.0-Mistral-7B,7.0
ChuckMcSneed/PMaxxxer-v1-70b,70.0
Azazelle/SlimMelodicMaid,
Weyaxi/Stellaris-internlm2-20b-r256,20.0
Ba2han/HermesStar-OrcaWind-Synth-11B,11.0
flammenai/flammen21X-mistral-7B,7.0
v1olet/v1olet_marcoroni-go-bruins-merge-7B,7.0
jan-hq/supermario-slerp-v2,
Weyaxi/EulerMath-Mistral-7B,7.0
NovoCode/Mistral-NeuralDPO,
Kukedlc/Neural-Cosmic-Boy-7B-slerp,7.0
xi0v/aether-7b-chat-v1.0,7.0
dvilasuero/NeuralHermes-2.5-Mistral-7B-distilabel,7.0
andysalerno/rainbowfish-v7,
DangFutures/BIG_DANG_BOT,
MaziyarPanahi/Goku-8x22B-v0.1,176.0
nlpguy/AlloyIngotNeoX,
jeiku/Orthocopter_8B,8.0
kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v2,
msy127/mnsim-dpo-peftmerged-2-eos,
N8Programs/Thestral-v0.2,
Nitral-AI/Eris_PrimeV3.075-Vision-7B,7.0
flemmingmiguel/DareBeagle-7B,7.0
netcat420/MFANNv0.8,
gordicaleksa/YugoGPT,
tokyotech-llm/Swallow-70b-instruct-hf,70.0
Gille/StrangeMerges_33-7B-slerp,7.0
bunnycore/Cognitron-8B,8.0
Walmart-the-bag/Quintellect-10.7B,10.7
jsfs11/MixtureofMerges-MoE-4x7b-v4,28.0
Locutusque/Hyperion-2.1-Mistral-7B,7.0
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,8.0
Inv/Konstanta-V4-Alpha-7B,7.0
OptimalScale/robin-13b-v2-delta,13.0
kekmodel/StopCarbon-10.7B-v1,10.7
MaziyarPanahi/WizardLM-Math-70B-v0.1,70.0
Medilora/medilora-mistral-7b,7.0
PetroGPT/Llama-3-Petro-Instruct-v1,
juhwanlee/llmdo-Mistral-7B-case-5,7.0
jondurbin/airoboros-m-7b-3.1.2,7.0
yunconglong/7Bx4_DPO_700,
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-500total,8.0
jeiku/Chaos_RP_l3_8B,8.0
frankenmerger/delta-4B-scientific,4.0
DreadPoor/Eros_n_Psyche-7B-Model_Stock,7.0
ruslanmv/ai-medical-model-32bit,
FredrikBL/test-dare,
xDAN-AI/xDAN-L1-Chat-RL-v1,
ajibawa-2023/Code-13B,13.0
Replete-AI/Llama-3-11.5B-Instruct-v2,11.5
codellama/CodeLlama-34b-Python-hf,34.0
nbeerbower/HeroBophades-3x7B,21.0
genaicore3434/Mistral-7b-instruct-v0.2-summ-sft-lp-e1,7.0
AA051610/A0105,
mlabonne/Beagle14-7B,7.0
JCX-kcuf/Llama-2-7b-chat-hf-gpt-4-80k-base_lora,7.0
BFauber/lora_llama2-13b_10e5_r8_a16,13.0
TomGrc/FusionNet_7Bx2_MoE_v0.1,
automerger/ShadowYamshadow-7B,7.0
GreenNode/GreenNodeLM-7B-v2leo,7.0
capleaf/T-Llama,
leveldevai/TurdusDareBeagle-7B,7.0
SuperAGI/SAM,
MexIvanov/zephyr-python-ru,
jukofyork/Dusk-Miqu-70B,70.0
flammenai/Mahou-1.2-llama3-8B,8.0
hamxea/StableBeluga-7B-activity-fine-tuned-v2,7.0
SC44/Mistral-7B-private-spnf,7.0
DreadPoor/Bageluccine-7B-slerp,7.0
shyamieee/B3E3-SLM-7b-v2.0,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint3,7.0
Eurdem/megatron_v1,
senseable/WestLake-7B-v2,7.0
Gille/StrangeMerges_30-7B-slerp,7.0
CreitinGameplays/ConvAI-9b,9.0
CultriX/OmniTrixAI,
abhishek/autotrain-llama3-orpo-v2,
CultriX/NeuralMona_MoE-4x7B,28.0
Gille/MoE-StrangeMerges-2x7B,14.0
uukuguy/Mistral-7B-OpenOrca-lora-merged,7.0
malhajar/Mistral-7B-v0.2-meditron-turkish,7.0
chargoddard/MixtralRPChat-ZLoss,
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-corrupted,7.0
jeiku/Elly_7B,7.0
allknowingroger/Lamma3merge2-15B-MoE,15.0
Abhaykoul/HelpingAI-3B,3.0
Sao10K/Fimbulvetr-11B-v2,11.0
Yuma42/KangalKhan-DesolatingRuby-7B,7.0
OpenBuddy/openbuddy-mixtral-7bx8-v17.3-32k,
jefferylovely/AthenaImaniMaven,
splm/openchat-spin-slimorca-iter0,
alchemonaut/BoreanGale-70B,70.0
louisbrulenaudet/Pearl-34B-dare,34.0
aqweteddy/mistral_tv-neural-marconroni,
KnutJaegersberg/Walter-Mistral-7B,7.0
fionazhang/mistral-experiment-6,
AiMavenAi/Prometheus-1.3,
NovoCode/Mistral-NeuralDPO-v0.3,
KnutJaegersberg/internlm-20b-llama,20.0
dreamgen/llama3-8b-instruct-align-test2-kto,8.0
bn22/OpenHermes-2.5-Mistral-7B-MISALIGNED,7.0
openchat/openchat-3.5-1210,
Kquant03/Prokaryote-8x7B-bf16,56.0
KaeriJenti/kaori-34b-v3,34.0
SCE/Mistral-7B-summ-ia3-tuned,7.0
Weyaxi/neural-chat-7b-v3-1-OpenHermes-2.5-7B,7.0
cloudyu/Venus_DPO_50,
DUAL-GPO/zephyr-7b-gpo-update4-i0,7.0
APMIC/caigun-lora-model-34B-v2,34.0
Mihaiii/Bucharest-0.2,
giraffe176/WestMaid_HermesMonarchv0.1,
SF-Foundation/TextBase-v0.2,
GeorgiaTech/0.0_llama_nodpo_3iters_bs128_531lr_iter_3,
FairMind/Llama-3-8B-4bit-UltraChat-Ita,8.0
yunconglong/Truthful_DPO_TomGrc_FusionNet_7Bx2_MoE_13B,13.0
cognitivecomputations/mixtral-instruct-0.1-laser,
Josephgflowers/Cinder-Phi-2-STEM-2.94B-Test,2.94
allknowingroger/Neuralmaath-12B-MoE,12.0
AllyArc/llama_allyarc,
Norquinal/Mistral-7B-claude-instruct,7.0
jeonsworld/CarbonVillain-en-10.7B-v1,10.7
grimjim/llama-3-merge-avalon-8B,8.0
AA051615/A0304,
argilla/notux-8x7b-v1,56.0
chatty123/mistral_rank16_invert,
KeyonZeng/philion-2,
gradientai/Llama-3-8B-Instruct-262k,8.0
ibivibiv/alpaca-dragon-72b-v1,72.0
fzzhang/Marcoroni-neural-chat-7B-v2_gsm8k_quantized_mergedfloat_s,7.0
netcat420/MFANNv0.4,
Isaak-Carter/JOSIE_Beta-3-7B-slerp,7.0
CorticalStack/mistral-7b-jondurbin-truthy-dpo,7.0
AlanRobotics/nanobot_v1,
FelixChao/Llama-3-Petro-Instruct-v1,
Brillibits/Instruct_Mixtral-8x7B-v0.1_Dolly15K,56.0
yyh0901/lloma_step200,
dillfrescott/Nous-Hermes-2-SOLAR-10.7B-x2-MoE,10.7
airesearch/typhoon-7b-WangchanX-sft-Demo,7.0
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,
FelixChao/Capricorn-7B-DPO,7.0
niizam/fiona-7B-v0.2,7.0
hfl/llama-3-chinese-8b-instruct,8.0
inbox225710/_model_llama_3_8B_Instruct_fine_tuned_xMR_1e,8.0
nbeerbower/llama-3-bophades-v2-8B,8.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.23,7.0
01-ai/Yi-1.5-6B-Chat,6.0
SanjiWatsuki/Lelantos-DPO-7B,7.0
flammenai/flammen22C-mistral-7B,7.0
mychen76/mistral-7b-merged-ties,7.0
NeverSleep/Llama-3-Lumimaid-8B-v0.1,8.0
cstr/Spaetzle-v12-7b,7.0
OpenBuddy/openbuddy-mixtral-7bx8-v18.1-32k,
netcat420/MFANN3bv0.10,
nbeerbower/flammen2,
cloudyu/TomGrc_FusionNet_34Bx2_MoE_v0.1_DPO_f16,
ewqr2130/alignment-handbook-zephyr-7b-sft-full-dpo-5e7-cont2,7.0
Qwen/Qwen1.5-14B-Chat,14.0
codellama/CodeLlama-70b-Instruct-hf,70.0
AmberYifan/test-spin-lora-iter1,
Nitral-AI/Poppy_Porpoise-0.72-L3-8B,8.0
NeverSleep/Noromaid-7b-v0.2,7.0
tricktreat/Llama-2-7b-chat-hf-guanaco-freeze-embed-tokens-q-v-proj,7.0
DreadPoor/ToppyLake-Bagel-7B-slerp,7.0
cloudyu/mixtral_7bx4_moe,
Weyaxi/Dolphin2.1-OpenOrca-7B,7.0
andrijdavid/Macaroni-7b-Tied,7.0
lodrick-the-lafted/Hermes-Instruct-7B-100K,7.0
Kukedlc/NeuralKrishna-7B-v3,7.0
shadowml/Mixolar-4x7b,28.0
Azazelle/Argetsu,
giraffe176/Open_Hermes_Orca_Mistral-7B,7.0
RaduGabriel/SirUkrainian2.0,
wang7776/Llama-2-7b-chat-hf-30-sparsity,7.0
gywy/llama2-13b-chinese-v1,13.0
AwanLLM/Meta-Llama-3-8B-Instruct-Dolfin-v0.1,8.0
BFauber/lora_llama2-7b_10e4,7.0
aridoverrun/Foxglove_7B,7.0
jondurbin/airoboros-34b-3.2,34.0
migtissera/Tess-XS-v1-3-yarn-128K,
dfurman/Mistral-7B-Instruct-v0.2,7.0
Qwen/Qwen1.5-7B,7.0
huseyinatahaninan/phi-2-instruction,
PulsarAI/Einstein-v3-7B,7.0
automerger/PasticheAlloyingotneoy-7B,7.0
Stopwolf/Tito-7B-slerp,7.0
ewqr2130/mistral-inst-ppo,
Skylaude/WizardLM-2-4x7B-MoE,28.0
UnicomLLM/Unichat-llama3-Chinese-8B-28K,8.0
DeepMount00/Mistral-Ita-7b,7.0
splm/openchat-spin-slimorca-iter3,
sail/Sailor-7B-Chat,7.0
SF-Foundation/TextBase-v0.1,
tushar310/Hippy-AAI-7B,7.0
Ppoyaa/LuminRP-7B,7.0
Q-bert/Terminis-7B,7.0
CorticalStack/mistral-7b-slimorca-sft,7.0
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e1,7.0
Yuma42/KangalKhan-Alpha-ExtraRawRubyroid-7B,7.0
chargoddard/servile-harpsichord-cdpo,
OpenBuddy/openbuddy-gemma-7b-v19.1-4k,7.0
maywell/Synatra-10.7B-v0.4,10.7
birgermoell/llama-3-merge-disco-neural-pace,
jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca,7.0
abacusai/Slerp-CM-mist-dpo,
Weyaxi/Qwen-72B-Llama,72.0
soniox/Soniox-7B-v1.0,7.0
gagan3012/Multilingual-mistral,
ResplendentAI/Persephone_7B,7.0
avinash31d/phi-2-slerp,
migtissera/Tess-M-Creative-v1.0,
01-ai/Yi-1.5-34B-32K,34.0
NovoCode/NeuralPaca-7b,7.0
liminerity/Liph42,
lodrick-the-lafted/Hermes-Instruct-7B-217K,7.0
nbeerbower/llama-3-wissenschaft-8B,8.0
ConvexAI/BurningBruce-003,
InnerI/InnerILLM-0x00d0-7B-slerp,7.0
Yuma42/KangalKhan-Beta-Ruby-7B,7.0
YeungNLP/firefly-llama2-7b-chat-temp,7.0
SC44/Mistral-7B-private-oia,7.0
Azazelle/Moko-DARE,
Kukedlc/NeuralMaths-Experiment-7b,7.0
JaeyeonKang/CCK_Asura_v1,
Charlie911/vicuna-MultiLoRA-sharegpt-mmlu-drop-ffn-1.0general,
AbacusResearch/Jallabi-34B,34.0
OpenBuddy/openbuddy-yi1.5-9b-v21.1-32k,9.0
Gille/StrangeMerges_34-7B-slerp,7.0
ChuckMcSneed/ArcaneEntanglement-model64-70b,70.0
ryandt/MusingCaterpillar,
dreamgen/opus-v1.2-llama-3-8b,8.0
Nitral-AI/Eris_PrimeV3.05-Vision-7B,7.0
PetroGPT/WestSeverus-7B-DPO,7.0
nlpguy/Hermes-low-tune-2,
Weyaxi/Einstein-v6.1-Llama3-8B,8.0
tenyx/TenyxChat-8x7B-v1,56.0
Eurdem/megatron_2.1_MoE_2x7B,14.0
netcat420/MFANN3bv0.7.10,
Azure99/blossom-v5-mistral-7b,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO-v2,7.0
Riiid/sheep-duck-llama-2,
CultriX/NeuralTrix-bf16,
Rebecca19990101/Breeze-Petro-7B-Instruct-v1,7.0
G-reen/EXPERIMENT-SFT-m7b2-1-merged,7.0
nbeerbower/Flammen-Bophades-7B,7.0
wandb/gemma-2b-zephyr-sft,2.0
Kquant03/Nanashi-2x7B-bf16,14.0
brucethemoose/CapyTessBorosYi-34B-200K-DARE-Ties,34.0
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,8.0
jeiku/Zephyr_beta_32k_7B,7.0
Locutusque/Orca-2-13b-SFT_v5,13.0
Novocoders/Mistral-NeuralDPO-v0.4-Laser,
argilla/distilabeled-Marcoro14-7B-slerp,7.0
DreadPoor/Siren-7B-slerp,7.0
DiscoResearch/DiscoLM-70b,70.0
222gate/Blurdus-7b-v0.1,7.0
yam-peleg/Experiment20-7B,7.0
NousResearch/Nous-Hermes-2-Yi-34B,34.0
Locutusque/Hercules-2.0-Mistral-7B,7.0
Zardos/Kant-Test-0.1-Mistral-7B,7.0
NurtureAI/Hermes-2-Pro-Mistral-7B,7.0
nbeerbower/flammen9X-mistral-7B,7.0
NLUHOPOE/experiment2-cause-qLoRa,
yentinglin/Taiwan-LLM-8x7B-DPO,56.0
Undi95/Mistral-11B-TestBench7,11.0
SilverCoder66/Mistral-7B-Instruct-adapt-v0.22,7.0
BlouseJury/Mistral-7B-Discord-0.1-DPO,7.0
R136a1/InfinityLake-2x7B,14.0
silvercoder45/Mistral-7b-instruct-v0.2-summ-sft-bf16-e3,7.0
JunchengXie/Mistral-7B-v0.1-gpt-4-60k,7.0
Reverb/Mistral-7B-LoreWeaver,7.0
S4sch/zephyr-neural-chat-frankenmerge11b,11.0
FelixChao/WestSeverus-10.7B,10.7
vicgalle/solarized-18B-dpo,18.0
Aryanne/Westest-7B,7.0
luffycodes/vicuna-class-tutor-13b-ep3,13.0
lemon-mint/gemma-ko-7b-instruct-v0.62,7.0
bunnycore/Starling-dolphin-E26-7B,7.0
nbeerbower/flammen3X,
OEvortex/HelpingAI-9B,9.0
ozayezerceli/BetterSaul-7B-slerp,7.0
liuda1/dm7b_sft_gpt88w_merge,7.0
NLUHOPOE/Mistral-7B-random-100000,7.0
Gille/StrangeMerges_9-7B-dare_ties,7.0
saishf/SOVL-Mega-Mash-L3-8B,8.0
mvpmaster/kellemar-KrishnaHercules-0.1-7b-slerp,7.0
ibivibiv/aegolius-acadicus-v1-30b,30.0
nbeerbower/bruphin-iota,
DUAL-GPO/zephyr-7b-gpo-update3-i0,7.0
jilp00/Hermes-2-SOLAR-10.7B-Symbolic,10.7
Alsebay/Narumashi-11B,11.0
jukofyork/Dawn-Miqu-70B,70.0
CallComply/openchat-3.5-0106-128k,
LeroyDyer/Mixtral_AI_CyberUltron_DPO,
DreadPoor/Westuccine-7B-slerp,7.0
mahiatlinux/ShadowDolph-7B-v1,7.0
Isaak-Carter/J.O.S.I.E.3-Beta8-slerp,
Joseph717171/Genstruct-10.7B,10.7
BFauber/lora_llama2-13b_10e5_r8_a4,13.0
jisukim8873/mistralai-case-2-1,
maldv/SHRDFU-7b-overbaked-lora,7.0
fhai50032/SamChat,
automerger/Experiment28Yam-7B,7.0
ConvexAI/Julianne-2x7B-bf16,14.0
Undi95/PsyMedRP-v1-20B,20.0
Test157t/Prima-LelantaclesV6.69-7b,7.0
AGI-inc/lora_moe_7b,7.0
SF-Foundation/Ein-72B-v0.11,72.0
Charlie911/vicuna-7b-v1.5-lora-temporal-without-mctaco-1,7.0
Charlie911/MultiLoRA-mmlu,
Undi95/Mistral-11B-TestBench10,11.0
aloobun/slerp_bun_mistral_7b_v2,7.0
vicgalle/Unsafe-Llama-3-8B,8.0
giraffe176/Open_Maid_Samantha_Hermes_Orca_dare_tiesv0.1,
decem/Dionysus-Mistral-n1-v1,
alnrg2arg/blockchainlabs_7B_merged_test2_4,7.0
amazingvince/openhermes-7b-dpo,7.0
gradientai/Llama-3-8B-Instruct-1048k,8.0
GOAT-AI/GOAT-70B-Storytelling,70.0
ncsgobubble/Llama-7B-rollercoaster_v2,7.0
jan-hq/stealth-v2,
abacusai/Smaug-Mixtral-v0.1,
allknowingroger/RogerWizard-12B-MoE,12.0
ChavyvAkvar/habib-DPO,
allknowingroger/Multimerge-Neurallaymons-12B-MoE,12.0
Community-LM/llava-v1.5-13b-hf,13.0
KnutJaegersberg/Walter-SOLAR-11B,11.0
Alsebay/Narumashi-11B-v0.9,11.0
jondurbin/bagel-34b-v0.4,34.0
euclaise/Ferret-7B,7.0
pansophic/rocket-3B,3.0
TheBloke/orca_mini_v3_13B-GPTQ,13.0
OpenBuddy/openbuddy-gemma-7b-v18.1-4k,7.0
nextai-team/Moe-3x7b-QA-Code-Inst,21.0
acrastt/kalomaze-stuff,
SC99/Mistral-7B-privatemix-ia1,7.0
maywell/koOpenChat-sft,
dozzke/hermorca,
yeontaek/Platypus2-13B-LoRa-v2,13.0
SCE/Mistral-7B-math-ia3-pruned10,7.0
maldv/l3-badger-mushroom-4x8b,32.0
PulsarAI/MetaMath-Tulpar-7b-v2-Slerp,7.0
CultriX/Wernicke-7B-v9,7.0
jambroz/sixtyoneeighty-FNCARL-7B-slerp,7.0
ALBADDAWI/DeepCode-7B-Aurora-v12,7.0
SC56/Mistral-7B-sumz-dpo-5h,7.0
